time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1721411602773276700,26.950276611328125,-0.42749086022377014,-0.06086534261703491,0.13369101285934448,0.8920053839683533,0.005976811982691288,-0.29479631781578064,0.8947028517723083
1721411602790428700,26.9674287109375,-0.4239920377731323,-0.05868983268737793,0.13715913891792297,0.8932937383651733,0.01198730431497097,-0.2992617189884186,0.8881147503852844
1721411602807581200,26.984581298828125,-0.41978323459625244,-0.058929380029439926,0.14137862622737885,0.8946069478988647,0.013911375775933266,-0.30724284052848816,0.8796266913414001
1721411602824727300,27.001727294921874,-0.415000855922699,-0.060679301619529724,0.1460031419992447,0.8959773778915405,0.013102688826620579,-0.31729206442832947,0.8696205615997314
1721411602841855500,27.01885546875,-0.4114319384098053,-0.062487050890922546,0.15015332400798798,0.8968127369880676,0.012117871083319187,-0.32650765776634216,0.8622443675994873
1721411602859007500,27.036007568359373,-0.40586936473846436,-0.06307978928089142,0.15332257747650146,0.8987675905227661,0.011713138781487942,-0.33292311429977417,0.8503093123435974
1721411602876167000,27.0531669921875,-0.400947242975235,-0.06318075954914093,0.15485318005084991,0.9007052779197693,0.010974979028105736,-0.3358994126319885,0.8394843339920044
1721411602893312300,27.070312255859374,-0.3975004553794861,-0.06261149048805237,0.15440598130226135,0.902347981929779,0.010331482626497746,-0.33464306592941284,0.8316263556480408
1721411602910455800,27.087455810546874,-0.3956851363182068,-0.06043415144085884,0.1521146148443222,0.9036825299263,0.011783266440033913,-0.328636109828949,0.8273765444755554
1721411602927613000,27.104613037109374,-0.3948681354522705,-0.05639520287513733,0.1489410698413849,0.9048289656639099,0.016398604959249496,-0.3194766342639923,0.8256171345710754
1721411602944749300,27.121749267578124,-0.3943289816379547,-0.051745183765888214,0.14589020609855652,0.9058383107185364,0.022380942478775978,-0.3100593388080597,0.8246552348136902
1721411602961902000,27.138902099609375,-0.39481115341186523,-0.04819950461387634,0.14341817796230316,0.9062187075614929,0.027123060077428818,-0.3025924861431122,0.8258803486824036
